time,iteration,well_num,avg_h,avg_s,avg_v
1724927162.5160584,26,51,77.12847222222223,36.579861111111114,145.26215277777777
1724927162.516232,26,52,75.97048611111111,34.61284722222222,144.23958333333334
1724927162.51638,26,53,72.73611111111111,34.619791666666664,142.625
1724927162.516532,26,63,84.08680555555556,54.592013888888886,61.829861111111114
1724927162.5166812,26,64,81.24305555555556,60.5625,51.39930555555556
1724927162.5168238,26,65,80.765625,62.154513888888886,50.032986111111114
1724927162.516968,26,75,92.02083333333331,69.52083333333333,54.21527777777778
1724927162.5171103,26,76,81.38888888888889,69.11805555555556,38.286458333333336
1724927162.517253,26,77,86.02083333333333,61.395833333333336,36.44444444444444
1724927162.5173962,26,87,95.20833333333331,71.39756944444444,55.06944444444444
1724927162.517549,26,88,91.16319444444444,71.91319444444444,34.96180555555556
1724927162.517705,26,89,90.41319444444444,83.08159722222223,36.994791666666664
1724927169.5755737,26,6,93.47916666666669,56.255208333333336,124.33680555555556
1724927169.5757823,26,7,91.18055555555556,50.78472222222222,122.74479166666669
1724927169.5759494,26,8,74.20486111111111,58.623263888888886,57.03993055555556
1724927169.5761108,26,18,69.90798611111111,38.734375,104.23784722222224
1724927169.576272,26,19,65.50694444444444,36.47569444444444,110.18402777777776
1724927169.5764303,26,20,66.890625,32.78125,125.9375
1724927169.576592,26,30,66.77777777777777,35.333333333333336,90.40451388888889
1724927169.5767534,26,31,62.185763888888886,35.970486111111114,91.04340277777776
1724927169.5769086,26,32,67.79513888888889,39.80381944444444,94.234375
1724927169.5770662,26,42,70.01736111111111,35.873263888888886,92.4375
1724927169.577224,26,43,71.21527777777777,40.9375,84.55034722222223
1724927169.577378,26,44,68.88541666666667,39.11284722222222,92.94097222222224
1724927176.7436516,26,54,60.38715277777778,50.55034722222222,82.18229166666667
1724927176.7438958,26,55,58.00347222222222,46.49131944444444,80.87152777777777
1724927176.7440631,26,56,51.439236111111114,48.08159722222222,78.85763888888889
1724927176.7442176,26,66,82.74479166666667,58.423611111111114,50.9375
1724927176.7443652,26,67,89.22916666666667,69.33159722222223,54.885416666666664
1724927176.7445168,26,68,84.31944444444444,57.63715277777778,52.657986111111114
1724927176.744669,26,78,88.04861111111111,71.73090277777777,49.15625
1724927176.7448163,26,79,84.40277777777777,58.376736111111114,32.682291666666664
1724927176.7449644,26,80,81.78819444444444,72.00173611111111,33.192708333333336
1724927176.7451143,26,90,92.67534722222224,79.33680555555556,51.20659722222222
1724927176.7452614,26,91,86.3125,61.31944444444444,32.861111111111114
1724927176.7454145,26,92,84.40625,65.18229166666667,32.625
1724927183.371863,26,9,90.45486111111111,43.28125,123.26215277777776
1724927183.37273,26,10,89.66319444444444,43.635416666666664,135.98090277777777
1724927183.373638,26,11,75.17708333333333,53.326388888888886,79.49305555555556
1724927183.3745046,26,21,69.95138888888889,39.520833333333336,113.17708333333331
1724927183.3751004,26,22,61.36805555555556,42.432291666666664,102.64756944444444
1724927183.3769307,26,23,75.16840277777777,37.954861111111114,123.30034722222224
1724927183.3771207,26,33,67.63194444444444,36.33680555555556,103.43229166666669
1724927183.3773088,26,34,62.93055555555556,39.21527777777778,84.21527777777777
1724927183.3774793,26,35,64.34375,44.53819444444444,82.08333333333333
1724927183.3776464,26,45,73.72048611111111,37.010416666666664,90.97048611111111
1724927183.377827,26,46,67.13888888888889,40.515625,79.83333333333333
1724927183.3779993,26,47,71.12673611111111,40.484375,76.12326388888889
1724927190.1965282,26,57,58.057291666666664,48.572916666666664,78.34201388888889
1724927190.1967058,26,58,59.458333333333336,52.89409722222222,81.29861111111111
1724927190.1968696,26,59,55.53472222222222,48.04340277777778,73.98090277777777
1724927190.19703,26,69,86.10763888888889,64.63715277777777,47.18055555555556
1724927190.1971805,26,70,85.26388888888889,62.33159722222222,57.65277777777778
1724927190.1973305,26,71,77.47222222222223,61.55381944444444,44.767361111111114
1724927190.1974847,26,81,84.88194444444444,61.72569444444444,44.06597222222222
1724927190.1976297,26,82,82.0625,69.49479166666667,34.666666666666664
1724927190.197782,26,83,78.47569444444444,55.88194444444444,31.993055555555557
1724927190.1979346,26,93,91.953125,76.078125,53.15972222222222
1724927190.1980815,26,94,86.23611111111111,93.09895833333331,30.618055555555557
1724927190.1982298,26,95,86.73263888888889,70.52256944444444,33.15277777777778
1724927522.4219022,27,0,88.75173611111111,44.80902777777778,124.00694444444444
1724927522.4221425,27,1,81.95138888888889,35.76909722222222,149.74826388888889
1724927522.4223604,27,2,85.47569444444444,40.123263888888886,100.34895833333331
1724927522.422579,27,12,60.111111111111114,38.96180555555556,95.90972222222224
1724927522.4227834,27,13,72.28125,36.58506944444444,113.15972222222224
1724927522.4229908,27,14,73.890625,33.517361111111114,119.00173611111111
1724927522.4232104,27,24,65.72222222222223,33.171875,93.42881944444444
1724927522.423475,27,25,59.55902777777778,33.927083333333336,102.54861111111111
1724927522.423739,27,26,71.90972222222223,34.12847222222222,113.26909722222224
1724927522.4240088,27,36,63.00347222222222,32.89409722222222,94.49652777777776
1724927522.4242702,27,37,72.83333333333333,32.88368055555556,90.35763888888889
1724927522.424518,27,38,66.93055555555556,33.86805555555556,90.13020833333331
1724927532.6361923,27,48,77.01736111111111,36.911458333333336,144.65972222222223
1724927532.6363828,27,49,73.69618055555556,35.22222222222222,136.57465277777777
